ID,Ingredients,Cocktail Name
1477,Gin + Rum + Pineapple Juice + Grenadine + Blue Curacao + Coca-Cola,Dark Obsidian Glow
1478,Gin + Rum + Blueberry Juice + Pineapple Juice + Grenadine + Coca-Cola + Lemonade,Dark Exotic Bliss
1479,Vodka + Orange Juice + Blueberry Juice + Blue Curacao + Coca-Cola,Urban Frost
1480,Vodka + Rum + Blueberry Juice + Pineapple Juice + Blue Curacao + Jamnica,Wild Pirate Lagoon
1481,Vodka + Rum + Orange Juice + Blueberry Juice + Coca-Cola,Epic Obsidian Splash
1482,Vodka + Orange Juice + Pineapple Juice + Grenadine + Lemonade,Vintage Flame
1483,Gin + Rum + Cranberry Juice + Pineapple Juice + Jamnica,Grand Midnight Enigma
1484,Gin + Rum + Grenadine + Jamnica,Olenna Tyrell
1485,Gin + Cranberry Juice + Pineapple Juice + Grenadine + Coca-Cola + Jamnica + Lemonade,Caribbean Echo
1486,Gin + Vodka + Orange Juice,Jon Snow
1487,Vodka + Rum + Cranberry Juice + Blueberry Juice + Blue Curacao + Jamnica,Super Savage Glow
1488,Vodka + Rum + Grenadine + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Grand Haunted Tempest
1489,Vodka + Rum + Orange Juice + Blue Curacao + Jamnica,Smoky Glow
1490,Vodka + Pineapple Juice + Blue Curacao,Frostfangs
1491,Vodka + Rum + Blueberry Juice + Grenadine + Coca-Cola + Lemonade,Royal Rogue Enigma
1492,Vodka + Blueberry Juice + Grenadine + Jamnica,Supremo Río
1493,Gin + Rum + Orange Juice + Blueberry Juice + Grenadine + Blue Curacao + Coca-Cola,Wild Caribbean Eclipse
1494,Vodka + Rum + Cranberry Juice + Grenadine + Blue Curacao + Coca-Cola + Jamnica,Epic Haunted Splash
1495,Vodka + Orange Juice + Pineapple Juice + Coca-Cola + Jamnica + Lemonade,Royal Vesper Surge
1496,Gin + Vodka + Cranberry Juice + Pineapple Juice + Grenadine + Coca-Cola,Pure Coastal Horizon
1497,Vodka + Orange Juice + Blueberry Juice + Grenadine + Blue Curacao + Coca-Cola + Lemonade,Alpine Tide
1498,Gin + Rum + Blueberry Juice + Pineapple Juice + Grenadine + Coca-Cola + Jamnica,Oceanic Monsoon
1499,Vodka + Blueberry Juice + Blue Curacao,Shivering Sea
1500,Rum + Orange Juice + Jamnica + Lemonade,Oscuro Sol
1501,Gin + Rum + Blueberry Juice + Grenadine + Lemonade,Zenith Bliss
1502,Gin + Vodka + Cranberry Juice + Pineapple Juice + Blue Curacao + Lemonade,Starlight Shadow
1503,Vodka + Rum + Cranberry Juice + Blueberry Juice + Jamnica + Lemonade,Epic Coastal Ritual
1504,Rum + Cranberry Juice + Blue Curacao + Coca-Cola,Brillante Fuego
1505,Vodka + Orange Juice + Cranberry Juice + Grenadine + Blue Curacao + Coca-Cola + Lemonade,Epic Rogue Bliss
1506,Vodka + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Tropical Glow
1507,Gin + Vodka + Orange Juice + Cranberry Juice + Coca-Cola + Jamnica,Amber Paradise
1508,Vodka + Rum + Orange Juice + Blueberry Juice + Blue Curacao + Jamnica,Royal Mystic Breeze
1509,Vodka + Pineapple Juice + Grenadine + Lemonade,Salvaje Fuego
1510,Gin + Vodka + Orange Juice + Cranberry Juice,Orell
1511,Gin + Orange Juice + Cranberry Juice + Blue Curacao + Jamnica + Lemonade,Royal Caribbean Enigma
1512,Vodka + Cranberry Juice + Grenadine + Blue Curacao + Coca-Cola + Lemonade,Oceanic Flame
1513,Gin + Rum + Blueberry Juice + Blue Curacao + Coca-Cola,Savage Flame
1514,Vodka + Rum + Cranberry Juice + Blueberry Juice + Grenadine + Blue Curacao + Coca-Cola,Epic Tropical Whisper
1515,Vodka + Rum + Cranberry Juice + Blueberry Juice + Coca-Cola + Jamnica,Coastal Bliss
1516,Gin + Rum + Orange Juice + Cranberry Juice + Grenadine + Coca-Cola + Lemonade,Starlight Horizon
1517,Rum + Blueberry Juice + Pineapple Juice + Grenadine + Blue Curacao + Jamnica,Wild Exotic Tempest
1518,Vodka + Rum + Grenadine + Blue Curacao + Jamnica,Epic Smoky Whisper
1519,Gin + Rum + Orange Juice + Grenadine + Coca-Cola + Jamnica + Lemonade,Coastal Symphony
1520,Vodka + Grenadine + Coca-Cola,Oldtown Citadel
1521,Gin + Orange Juice + Grenadine + Blue Curacao + Jamnica + Lemonade,Super Vesper Spell
1522,Gin + Rum + Cranberry Juice + Jamnica,House Greyjoy
1523,Vodka + Rum + Cranberry Juice + Coca-Cola + Lemonade,Lunar Blizzard
1524,Gin + Vodka + Orange Juice + Cranberry Juice + Blue Curacao,Bello Toro
1525,Gin + Rum + Orange Juice + Blueberry Juice + Blue Curacao,Royal Caribbean Noir
1526,Gin + Vodka + Cranberry Juice + Lemonade,Oro Líquido
1527,Gin + Rum + Coca-Cola + Jamnica,Shireen Baratheon
1528,Vodka + Pineapple Juice + Blue Curacao + Coca-Cola + Jamnica,Grand Exotic Glow
1529,Gin + Orange Juice + Blueberry Juice + Grenadine + Coca-Cola + Lemonade,Island Horizon
1530,Gin + Rum + Cranberry Juice + Pineapple Juice + Grenadine + Jamnica + Lemonade,Neon Savage Splash
1531,Vodka + Orange Juice + Cranberry Juice + Coca-Cola,Loco Lobo
1532,Gin + Orange Juice + Cranberry Juice + Jamnica,Doran Martell
1533,Gin + Rum + Coca-Cola,Arya Stark
1534,Vodka + Rum + Orange Juice + Cranberry Juice + Blue Curacao + Lemonade,Amber Tide
1535,Vodka + Orange Juice + Cranberry Juice + Grenadine + Coca-Cola,Dark Summer Surge
1536,Gin + Rum + Pineapple Juice + Grenadine + Blue Curacao + Coca-Cola + Lemonade,Frostfire Monsoon
1537,Rum + Pineapple Juice + Blue Curacao,Roose Bolton
1538,Vodka + Cranberry Juice + Pineapple Juice + Grenadine + Blue Curacao + Jamnica,Secret Glow
1539,Gin + Orange Juice + Grenadine + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Mystic Shadow
1540,Vodka + Orange Juice + Pineapple Juice + Blue Curacao + Coca-Cola + Jamnica,Super Pirate Tempest
1541,Vodka + Rum + Pineapple Juice + Grenadine + Blue Curacao + Jamnica + Lemonade,Epic Haunted Glow
1542,Gin + Rum + Orange Juice + Blueberry Juice + Coca-Cola + Jamnica,Epic Exotic Monsoon
1543,Gin + Blueberry Juice + Grenadine + Blue Curacao + Lemonade,Wild Smoky Spell
1544,Vodka + Orange Juice + Pineapple Juice + Blue Curacao + Jamnica,Wild Spark
1545,Gin + Vodka + Orange Juice + Blue Curacao + Coca-Cola + Jamnica,Secret Whisper
1546,Rum + Pineapple Juice + Blue Curacao + Jamnica,Imperial Viento
1547,Gin + Orange Juice + Coca-Cola + Jamnica,Oswell Whent
1548,Vodka + Cranberry Juice + Grenadine + Coca-Cola,Clásico Estrella
1549,Vodka + Orange Juice + Grenadine + Blue Curacao + Coca-Cola + Lemonade,Alpine Haven
1550,Rum + Orange Juice + Blueberry Juice + Blue Curacao + Coca-Cola,Epic Coastal Noir
1551,Gin + Rum + Orange Juice + Pineapple Juice + Blue Curacao + Coca-Cola + Jamnica,Epic Mystic Tempest
1552,Rum + Cranberry Juice + Pineapple Juice + Grenadine + Coca-Cola + Lemonade,Super Saffron Eclipse
1553,Gin + Pineapple Juice + Grenadine + Blue Curacao,Sol Dorado
1554,Gin + Rum + Orange Juice + Cranberry Juice + Grenadine + Blue Curacao + Coca-Cola,Grand Haunted Paradise
1555,Vodka + Rum + Blueberry Juice + Lemonade,Santo Sombrero
1556,Rum + Orange Juice + Pineapple Juice + Grenadine + Coca-Cola + Lemonade,Neon Saffron Splash
1557,Vodka + Orange Juice + Pineapple Juice + Grenadine + Blue Curacao,Pirate Crush
1558,Vodka + Cranberry Juice + Blueberry Juice + Blue Curacao + Jamnica + Lemonade,Dark Rogue Lagoon
1559,Gin + Pineapple Juice + Grenadine + Coca-Cola + Lemonade,Grand Savage Glow
1560,Gin + Vodka + Cranberry Juice + Blueberry Juice + Grenadine + Blue Curacao + Jamnica,Super Tropical Ritual
1561,Gin + Orange Juice + Blueberry Juice + Coca-Cola + Jamnica,Super Jungle Glow
1562,Gin + Vodka + Orange Juice + Blueberry Juice + Coca-Cola + Jamnica + Lemonade,Imperial Frost
1563,Vodka + Rum + Blueberry Juice + Pineapple Juice + Grenadine + Blue Curacao + Jamnica,Pure Velvet Breeze
1564,Gin + Rum + Orange Juice + Pineapple Juice + Blue Curacao + Lemonade,Shadow Whisper
1565,Gin + Rum + Orange Juice + Grenadine + Jamnica + Lemonade,Royal Exotic Bliss
1566,Gin + Vodka + Blueberry Juice + Grenadine + Blue Curacao + Coca-Cola + Jamnica,Royal Caribbean Tempest
1567,Vodka + Rum + Blueberry Juice + Pineapple Juice + Coca-Cola + Jamnica + Lemonade,Neon Caribbean Whisper
1568,Rum + Blueberry Juice + Blue Curacao + Jamnica + Lemonade,Urban Splash
1569,Gin + Rum + Orange Juice + Grenadine + Blue Curacao + Jamnica,Savage Blizzard
1570,Gin + Rum + Orange Juice + Pineapple Juice + Grenadine + Blue Curacao,Wild Vesper Noir
1571,Vodka + Cranberry Juice + Pineapple Juice + Grenadine + Coca-Cola,Lunar Spark
1572,Rum + Cranberry Juice + Coca-Cola + Lemonade,Brillante Cielo
1573,Rum + Blueberry Juice + Pineapple Juice + Grenadine + Coca-Cola + Lemonade,Grand Mystic Whisper
1574,Vodka + Orange Juice + Blueberry Juice + Coca-Cola + Lemonade,Wild Haunted Spell
1575,Vodka + Rum + Pineapple Juice + Blue Curacao + Coca-Cola + Lemonade,Pirate Flash
1576,Gin + Rum + Cranberry Juice + Pineapple Juice + Coca-Cola,Pure Smoky Lagoon
1577,Gin + Cranberry Juice + Blueberry Juice + Grenadine + Coca-Cola + Jamnica,Neon Burst
1578,Vodka + Rum + Orange Juice + Pineapple Juice + Grenadine + Blue Curacao + Jamnica,Dark Tropical Splash
1579,Gin + Rum + Cranberry Juice + Blueberry Juice + Blue Curacao + Lemonade,Imperial Splash
1580,Vodka + Blueberry Juice + Pineapple Juice + Grenadine + Jamnica,Epic Coastal Eclipse
1581,Gin + Vodka + Pineapple Juice + Grenadine + Blue Curacao + Lemonade,Epic Pirate Splash
1582,Gin + Rum + Orange Juice + Cranberry Juice + Jamnica,Tiki Horizon
1583,Gin + Vodka + Pineapple Juice + Blue Curacao + Lemonade,Tiki Blizzard
1584,Gin + Rum + Blueberry Juice + Blue Curacao + Jamnica + Lemonade,Dark Midnight Shadow
1585,Vodka + Rum + Orange Juice + Blue Curacao + Jamnica + Lemonade,Jungle Lagoon
1586,Vodka + Blueberry Juice + Pineapple Juice + Coca-Cola + Jamnica,Cosmic Phantom
1587,Vodka + Orange Juice + Blue Curacao + Lemonade,Puro Oasis
1588,Gin + Cranberry Juice + Grenadine + Blue Curacao,Misterio Azul
1589,Gin + Cranberry Juice + Pineapple Juice + Grenadine + Blue Curacao + Jamnica + Lemonade,Ethereal Monsoon
1590,Vodka + Cranberry Juice + Blueberry Juice + Grenadine + Jamnica,Grand Tropical Eclipse
1591,Gin + Orange Juice + Grenadine + Jamnica + Lemonade,Smoky Flame
1592,Vodka + Orange Juice + Cranberry Juice + Blue Curacao + Coca-Cola + Lemonade,Gothic Surge
1593,Rum + Blueberry Juice + Pineapple Juice + Blue Curacao,Brillante Río
1594,Vodka + Rum + Cranberry Juice + Blueberry Juice + Blue Curacao + Coca-Cola,Zagreb Glimmer
1595,Vodka + Rum + Blueberry Juice + Grenadine + Jamnica,Coastal Mirage
1596,Gin + Vodka + Cranberry Juice + Blueberry Juice + Grenadine + Blue Curacao + Lemonade,Dark Oceanic Enigma
1597,Gin + Vodka + Cranberry Juice + Pineapple Juice + Jamnica + Lemonade,Epic Haunted Surge
1598,Gin + Blueberry Juice + Coca-Cola + Lemonade,Costa Brava
1599,Gin + Rum + Orange Juice + Blueberry Juice + Coca-Cola + Jamnica + Lemonade,Pure Tiki Surge
1600,Gin + Rum + Blueberry Juice + Pineapple Juice + Grenadine + Lemonade,Summer Bliss
1601,Gin + Orange Juice + Pineapple Juice,Hodor
1602,Rum + Cranberry Juice + Blueberry Juice + Grenadine + Jamnica + Lemonade,Dark Secret Paradise
1603,Vodka + Cranberry Juice + Pineapple Juice + Blue Curacao + Coca-Cola + Jamnica,Neon Summer Surge
1604,Gin + Rum + Jamnica,Sansa Stark
1605,Rum + Orange Juice + Pineapple Juice + Jamnica,Secreto Pirata
1606,Gin + Vodka + Grenadine + Jamnica + Lemonade,Glacial Vortex
1607,Vodka + Cranberry Juice + Blueberry Juice + Grenadine + Coca-Cola,Savage Enigma
1608,Vodka + Cranberry Juice + Pineapple Juice + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Epic Obsidian Monsoon
1609,Gin + Orange Juice + Blueberry Juice + Grenadine + Blue Curacao + Coca-Cola,Zenith Chill
1610,Vodka + Rum + Orange Juice + Grenadine + Coca-Cola + Jamnica + Lemonade,Epic Oceanic Aura
1611,Gin + Rum + Pineapple Juice + Grenadine,Varys
1612,Gin + Vodka + Orange Juice + Coca-Cola + Lemonade,Fuerte Estrella
1613,Gin + Vodka + Orange Juice + Cranberry Juice + Grenadine + Jamnica + Lemonade,Royal Vesper Monsoon
1614,Rum + Blueberry Juice + Pineapple Juice + Coca-Cola + Jamnica,Grand Mystic Oasis
1615,Gin + Vodka + Pineapple Juice + Coca-Cola + Lemonade,Dark Rogue Noir
1616,Vodka + Orange Juice + Blueberry Juice + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Dark Oceanic Monsoon
1617,Vodka + Blueberry Juice + Pineapple Juice + Blue Curacao + Lemonade,Grand Obsidian Haven
1618,Gin + Orange Juice + Grenadine + Jamnica,Norvos
1619,Gin + Rum + Cranberry Juice + Coca-Cola + Jamnica + Lemonade,Alpine Bliss
1620,Vodka + Orange Juice + Pineapple Juice + Grenadine + Jamnica + Lemonade,Epic Midnight Horizon
1621,Vodka + Rum + Cranberry Juice + Grenadine + Blue Curacao + Jamnica + Lemonade,Crystal Glimmer
1622,Rum + Cranberry Juice + Blueberry Juice + Grenadine + Blue Curacao + Jamnica,Neon Midnight Whisper
1623,Gin + Rum + Pineapple Juice + Blue Curacao + Coca-Cola + Jamnica,Pure Jungle Paradise
1624,Vodka + Rum + Orange Juice + Cranberry Juice + Blue Curacao,Neon Midnight Enigma
1625,Vodka + Rum + Pineapple Juice + Blue Curacao + Coca-Cola,Shadow Riddle
1626,Gin + Vodka + Orange Juice + Blueberry Juice + Grenadine + Blue Curacao + Jamnica,Grand Obsidian Tempest
1627,Gin + Vodka + Cranberry Juice + Pineapple Juice + Coca-Cola + Jamnica + Lemonade,Crystal Ritual
1628,Gin + Rum + Orange Juice + Cranberry Juice + Grenadine + Blue Curacao + Jamnica,Pirate Spritz
1629,Gin + Vodka + Orange Juice + Grenadine + Coca-Cola,Fuerte Mar
1630,Vodka + Blueberry Juice + Grenadine + Coca-Cola + Jamnica,Lunar Lagoon
1631,Gin + Vodka + Blueberry Juice + Grenadine + Blue Curacao + Coca-Cola,Alpine Eclipse
1632,Vodka + Orange Juice + Pineapple Juice + Blue Curacao + Coca-Cola + Lemonade,Mystic Tempest
1633,Gin + Rum + Grenadine + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Imperial Blast
1634,Vodka + Rum + Cranberry Juice + Coca-Cola + Jamnica,Tropical Aura
1635,Vodka + Cranberry Juice + Blue Curacao + Coca-Cola + Jamnica,Epic Tropical Enigma
1636,Gin + Vodka + Cranberry Juice + Grenadine + Coca-Cola + Lemonade,Pirate Tide
1637,Vodka + Blueberry Juice + Blue Curacao + Jamnica + Lemonade,Neon Vesper Monsoon
1638,Vodka + Rum + Orange Juice + Grenadine + Coca-Cola + Jamnica,Vesper Flash
1639,Vodka + Rum + Pineapple Juice + Grenadine + Coca-Cola + Jamnica,Royal Jungle Haven
1640,Rum + Blueberry Juice + Grenadine + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Neon Caribbean Horizon
1641,Gin + Vodka + Blueberry Juice,Winterfell
1642,Gin + Vodka + Pineapple Juice + Coca-Cola + Jamnica + Lemonade,Dark Savage Noir
1643,Gin + Orange Juice + Pineapple Juice + Grenadine + Blue Curacao + Coca-Cola,Super Tiki Bliss
1644,Vodka + Rum + Orange Juice + Blue Curacao,Gran Madrid
1645,Gin + Rum + Cranberry Juice + Blueberry Juice + Grenadine + Blue Curacao + Lemonade,Super Secret Paradise
1646,Vodka + Rum + Orange Juice + Cranberry Juice + Grenadine + Jamnica + Lemonade,Royal Secret Surge
1647,Gin + Orange Juice + Blueberry Juice + Coca-Cola,Meereen
1648,Gin + Blueberry Juice + Coca-Cola + Jamnica,Isla Ibiza
1649,Rum + Cranberry Juice + Grenadine + Coca-Cola + Jamnica + Lemonade,Grand Secret Noir
1650,Gin + Vodka + Orange Juice + Pineapple Juice + Blue Curacao + Jamnica,Imperial Glimmer
1651,Gin + Vodka + Blueberry Juice + Grenadine + Coca-Cola + Jamnica,Glacial Lagoon
1652,Gin + Vodka + Cranberry Juice + Blueberry Juice + Blue Curacao + Coca-Cola + Lemonade,Dark Exotic Lagoon
1653,Vodka + Blue Curacao + Coca-Cola,Maester Aemon
1654,Gin + Orange Juice + Blueberry Juice + Grenadine + Coca-Cola + Jamnica,Royal Savage Aura
1655,Gin + Cranberry Juice + Blueberry Juice + Coca-Cola + Jamnica + Lemonade,Wild Tiki Aura
1656,Rum + Blueberry Juice + Pineapple Juice + Blue Curacao + Coca-Cola,Grand Exotic Shadow
1657,Vodka + Pineapple Juice + Coca-Cola + Lemonade,Salvaje Toro
1658,Gin + Orange Juice + Pineapple Juice + Lemonade,Myr
1659,Gin + Orange Juice + Pineapple Juice + Grenadine + Jamnica + Lemonade,Blazing Chill
1660,Vodka + Orange Juice + Pineapple Juice + Blue Curacao,Puro Mar
1661,Vodka + Cranberry Juice + Grenadine + Coca-Cola + Lemonade,Royal Pirate Eclipse
1662,Vodka + Rum + Pineapple Juice + Grenadine + Blue Curacao + Coca-Cola + Lemonade,Royal Velvet Glow
1663,Gin + Vodka + Orange Juice + Pineapple Juice + Coca-Cola + Jamnica,Obsidian Bliss
1664,Gin + Vodka + Cranberry Juice + Grenadine + Jamnica + Lemonade,Royal Obsidian Eclipse
1665,Rum + Cranberry Juice + Blue Curacao + Jamnica,Brillante Luna
1666,Gin + Pineapple Juice + Grenadine,Vale of Arryn
1667,Rum + Blueberry Juice + Pineapple Juice + Grenadine + Blue Curacao + Coca-Cola + Lemonade,Royal Secret Paradise
1668,Vodka + Rum + Cranberry Juice + Blueberry Juice,Santo Mar
1669,Vodka + Rum + Grenadine + Coca-Cola + Lemonade,Crimson Blizzard
1670,Vodka + Rum + Blueberry Juice + Coca-Cola + Lemonade,Wild Horizon
1671,Gin + Vodka + Orange Juice + Grenadine + Jamnica,Fuerte Sol
1672,Gin + Vodka + Pineapple Juice + Coca-Cola,Stannis Baratheon
1673,Gin + Orange Juice + Blueberry Juice + Grenadine + Blue Curacao + Coca-Cola + Lemonade,Desert Tempest
1674,Gin + Orange Juice + Cranberry Juice + Blue Curacao + Coca-Cola + Jamnica,Dark Secret Enigma
1675,Rum + Orange Juice + Pineapple Juice + Coca-Cola + Lemonade,Epic Coastal Oasis
1676,Gin + Pineapple Juice + Grenadine + Blue Curacao + Coca-Cola,Smoky Flash
1677,Vodka + Orange Juice + Cranberry Juice + Grenadine + Coca-Cola + Jamnica,Royal Coastal Monsoon
1678,Rum + Orange Juice + Cranberry Juice + Grenadine + Blue Curacao + Jamnica,Royal Echo
1679,Vodka + Blueberry Juice + Pineapple Juice + Jamnica,Supremo Sol
1680,Vodka + Rum + Cranberry Juice + Pineapple Juice + Blue Curacao + Jamnica + Lemonade,Wild Secret Spell
1681,Gin + Vodka + Cranberry Juice + Blueberry Juice + Grenadine + Coca-Cola,Tropical Mirage
1682,Vodka + Orange Juice + Grenadine + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Dark Jungle Whisper
1683,Gin + Blueberry Juice + Pineapple Juice + Grenadine + Blue Curacao + Jamnica,Dark Midnight Breeze
1684,Vodka + Blue Curacao + Jamnica + Lemonade,Salvaje Sombrero
1685,Gin + Vodka + Orange Juice + Cranberry Juice + Blue Curacao + Jamnica + Lemonade,Urban Whisper
1686,Gin + Rum + Cranberry Juice + Blueberry Juice + Grenadine + Blue Curacao + Jamnica,Grand Tropical Noir
1687,Gin + Rum + Blueberry Juice + Grenadine + Coca-Cola + Jamnica,Grand Mystic Splash
1688,Gin + Vodka + Blueberry Juice + Pineapple Juice + Grenadine + Coca-Cola + Lemonade,Royal Caribbean Lagoon
1689,Vodka + Rum + Coca-Cola + Jamnica,Loco Jaguar
1690,Gin + Orange Juice + Blueberry Juice + Grenadine + Jamnica + Lemonade,Mystic Horizon
1691,Gin + Orange Juice + Cranberry Juice + Grenadine + Blue Curacao + Jamnica + Lemonade,Ethereal Crush
1692,Rum + Blue Curacao + Coca-Cola + Jamnica,Bello Fuego
1693,Vodka + Blueberry Juice + Blue Curacao + Coca-Cola,Supremo Estrella
1694,Vodka + Rum + Pineapple Juice + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Royal Rogue Aura
1695,Rum + Cranberry Juice + Grenadine + Jamnica + Lemonade,Epic Exotic Haven
1696,Rum + Cranberry Juice + Pineapple Juice + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Dark Saffron Tempest
1697,Rum + Orange Juice + Blueberry Juice + Jamnica + Lemonade,Lunar Spell
1698,Rum + Pineapple Juice + Jamnica + Lemonade,Imperial Oasis
1699,Gin + Rum + Pineapple Juice + Lemonade,Loras Tyrell
1700,Gin + Rum + Blueberry Juice + Pineapple Juice + Jamnica,Neon Mystic Spell
1701,Gin + Rum + Cranberry Juice + Blueberry Juice + Grenadine + Coca-Cola + Jamnica,Grand Mystic Noir
1702,Vodka + Rum + Cranberry Juice + Pineapple Juice + Jamnica + Lemonade,Super Obsidian Eclipse
1703,Rum + Orange Juice + Cranberry Juice + Blue Curacao + Jamnica + Lemonade,Wild Oceanic Surge
1704,Vodka + Blueberry Juice + Grenadine + Blue Curacao + Jamnica + Lemonade,Exotic Bliss
1705,Rum + Orange Juice + Blueberry Juice + Grenadine + Blue Curacao + Jamnica + Lemonade,Raging Oasis
1706,Vodka + Rum + Orange Juice + Cranberry Juice + Jamnica + Lemonade,Wild Velvet Horizon
1707,Gin + Rum + Cranberry Juice + Blueberry Juice + Blue Curacao + Coca-Cola,Pacific Breeze
1708,Gin + Orange Juice + Blueberry Juice + Grenadine + Blue Curacao + Lemonade,Neon Obsidian Whisper
1709,Vodka + Orange Juice + Grenadine + Jamnica + Lemonade,Grand Secret Whisper
1710,Vodka + Rum + Orange Juice + Blueberry Juice + Blue Curacao + Coca-Cola + Jamnica,Vintage Surge
1711,Vodka + Grenadine + Coca-Cola + Lemonade,Salvaje Pirata
1712,Gin + Vodka + Blue Curacao + Coca-Cola + Jamnica,Velvet Vortex
1713,Vodka + Blueberry Juice + Pineapple Juice + Grenadine,Supremo Fuego
1714,Rum + Coca-Cola + Jamnica,Eddison Tollett
1715,Vodka + Orange Juice + Blueberry Juice + Grenadine,Loco Sombrero
1716,Gin + Rum + Cranberry Juice + Grenadine + Blue Curacao + Lemonade,Grand Oceanic Whisper
1717,Vodka + Blue Curacao + Jamnica,Gilly
1718,Gin + Vodka + Cranberry Juice + Blueberry Juice + Blue Curacao + Coca-Cola,Pure Secret Breeze
1719,Gin + Blueberry Juice + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Glacial Spark
1720,Vodka + Rum + Cranberry Juice + Jamnica,Santo Río
1721,Vodka + Cranberry Juice + Pineapple Juice + Lemonade,Clásico Río
1722,Gin + Rum + Grenadine + Coca-Cola + Jamnica + Lemonade,Epic Smoky Ritual
1723,Gin + Rum + Cranberry Juice + Grenadine + Coca-Cola + Lemonade,Epic Rogue Spell
1724,Gin + Coca-Cola + Jamnica + Lemonade,Gran Lobo
1725,Rum + Orange Juice + Blue Curacao,Craster's Keep
1726,Gin + Vodka + Blueberry Juice + Pineapple Juice + Blue Curacao,Suave Sombrero
1727,Vodka + Rum + Orange Juice,Balerion
1728,Vodka + Cranberry Juice + Blueberry Juice + Blue Curacao + Lemonade,Pure Mystic Spell
1729,Gin + Rum + Blueberry Juice + Pineapple Juice + Grenadine + Blue Curacao + Lemonade,Grand Smoky Monsoon
1730,Vodka + Rum + Orange Juice + Pineapple Juice + Jamnica + Lemonade,Mystic Flash
1731,Vodka + Cranberry Juice + Grenadine + Blue Curacao,Clásico Viento
1732,Gin + Rum + Pineapple Juice + Coca-Cola + Jamnica + Lemonade,Pure Exotic Bliss
1733,Rum + Blueberry Juice + Coca-Cola + Jamnica,Imperial Fuego
1734,Rum + Blueberry Juice + Grenadine + Blue Curacao + Jamnica,Epic Obsidian Paradise
1735,Rum + Blueberry Juice + Grenadine + Blue Curacao + Coca-Cola,Neon Mystic Tempest
1736,Vodka + Rum + Blueberry Juice + Blue Curacao + Coca-Cola + Jamnica,Dark Coastal Glow
1737,Rum + Blueberry Juice + Blue Curacao + Coca-Cola + Jamnica,Super Tropical Haven
1738,Gin + Blueberry Juice + Pineapple Juice + Lemonade,Tranquillo Plus
1739,Vodka + Blueberry Juice + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Dark Jungle Haven
1740,Gin + Cranberry Juice + Grenadine + Jamnica + Lemonade,Grand Mystic Ritual
1741,Gin + Rum + Orange Juice + Blueberry Juice + Blue Curacao + Coca-Cola + Lemonade,Neon Obsidian Eclipse
1742,Vodka + Cranberry Juice + Pineapple Juice + Blue Curacao + Coca-Cola,Crystal Chill
1743,Gin + Blueberry Juice + Grenadine + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Epic Rogue Tempest
1744,Vodka + Rum + Cranberry Juice + Pineapple Juice + Coca-Cola + Jamnica,Desert Frost
1745,Gin + Blueberry Juice + Jamnica + Lemonade,Sangría Real
1746,Vodka + Rum + Orange Juice + Cranberry Juice + Coca-Cola + Jamnica + Lemonade,Solar Tempest
1747,Vodka + Blueberry Juice + Pineapple Juice + Blue Curacao + Jamnica + Lemonade,Lunar Paradise
1748,Gin + Orange Juice + Blueberry Juice + Blue Curacao + Coca-Cola + Lemonade,Frostfire Oasis
1749,Vodka + Rum + Cranberry Juice + Blueberry Juice + Grenadine,Glacial Tempest
1750,Vodka + Cranberry Juice + Blueberry Juice + Coca-Cola,Clásico Fuego
1751,Rum + Orange Juice + Blueberry Juice + Jamnica,Secreto Jaguar
1752,Vodka + Orange Juice + Pineapple Juice + Coca-Cola,Puro Sol
1753,Rum + Blueberry Juice + Jamnica + Lemonade,Imperial Mar
1754,Gin + Rum + Cranberry Juice + Coca-Cola + Lemonade,Oceanic Chill
1755,Vodka + Rum + Orange Juice + Pineapple Juice + Grenadine + Coca-Cola,Wild Haven
1756,Gin + Vodka + Cranberry Juice + Blueberry Juice + Coca-Cola + Lemonade,Gothic Paradise
1757,Gin + Rum + Orange Juice + Lemonade,House Targaryen
1758,Gin + Vodka + Orange Juice + Grenadine + Lemonade,Fuerte Cielo
1759,Vodka + Rum + Pineapple Juice + Grenadine + Blue Curacao + Coca-Cola + Jamnica,Dark Rogue Oasis
1760,Rum + Orange Juice + Cranberry Juice + Grenadine + Blue Curacao,Cosmic Paradise
1761,Vodka + Rum + Pineapple Juice + Blue Curacao,Santo Madrid
1762,Gin + Vodka + Orange Juice + Pineapple Juice + Grenadine + Jamnica,Zagreb Cascade
1763,Gin + Orange Juice + Blueberry Juice,Ned Stark
1764,Gin + Orange Juice + Pineapple Juice + Grenadine + Blue Curacao + Lemonade,Raging Haven
1765,Rum + Blueberry Juice + Blue Curacao + Coca-Cola + Lemonade,Zagreb Spark
